[0.000000] (-) TimerEvent: {}
[0.000110] (home_robot) JobQueued: {'identifier': 'home_robot', 'dependencies': OrderedDict()}
[0.000140] (home_robot) JobStarted: {'identifier': 'home_robot'}
[0.008625] (home_robot) JobProgress: {'identifier': 'home_robot', 'progress': 'cmake'}
[0.009018] (home_robot) JobProgress: {'identifier': 'home_robot', 'progress': 'build'}
[0.009567] (home_robot) Command: {'cmd': ['/usr/bin/cmake', '--build', '/home/dimi/robot_ws/src/home_robot/build/home_robot', '--', '-j16', '-l16'], 'cwd': '/home/dimi/robot_ws/src/home_robot/build/home_robot', 'env': OrderedDict({'LESSOPEN': '| /usr/bin/lesspipe %s', 'CODEX_CI': '1', 'LANGUAGE': 'el_GR:el', 'USER': 'dimi', 'LC_TIME': 'C.UTF-8', 'CODEX_INTERNAL_ORIGINATOR_OVERRIDE': 'Codex Desktop', 'GZ_CONFIG_PATH': '/opt/ros/jazzy/opt/gz_sim_vendor/share/gz:/opt/ros/jazzy/opt/sdformat_vendor/share/gz:/opt/ros/jazzy/opt/gz_gui_vendor/share/gz:/opt/ros/jazzy/opt/gz_transport_vendor/share/gz:/opt/ros/jazzy/opt/gz_rendering_vendor/share/gz:/opt/ros/jazzy/opt/gz_plugin_vendor/share/gz:/opt/ros/jazzy/opt/gz_fuel_tools_vendor/share/gz:/opt/ros/jazzy/opt/gz_msgs_vendor/share/gz:/opt/ros/jazzy/opt/gz_common_vendor/share/gz', 'CODEX_SHELL': '1', 'XDG_SESSION_TYPE': 'wayland', 'LOG_FORMAT': 'json', 'SHLVL': '2', 'LD_LIBRARY_PATH': '/home/dimi/ros2_robot_ws/install/libcreate/lib:/home/dimi/ros2_robot_ws/install/create_msgs/lib:/home/dimi/robot_ws/install/interbotix_perception_msgs/lib:/home/dimi/robot_ws/install/explore_lite_msgs/lib:/home/dimi/robot_ws/install/easy_handeye2_msgs/lib:/opt/ros/jazzy/opt/gz_sim_vendor/lib:/opt/ros/jazzy/opt/gz_sensors_vendor/lib:/opt/ros/jazzy/opt/gz_physics_vendor/lib:/opt/ros/jazzy/opt/sdformat_vendor/lib:/opt/ros/jazzy/opt/rviz_ogre_vendor/lib:/opt/ros/jazzy/lib/x86_64-linux-gnu:/opt/ros/jazzy/opt/gz_gui_vendor/lib:/opt/ros/jazzy/opt/gz_transport_vendor/lib:/opt/ros/jazzy/opt/gz_rendering_vendor/lib:/opt/ros/jazzy/opt/gz_plugin_vendor/lib:/opt/ros/jazzy/opt/gz_fuel_tools_vendor/lib:/opt/ros/jazzy/opt/gz_msgs_vendor/lib:/opt/ros/jazzy/opt/gz_common_vendor/lib:/opt/ros/jazzy/opt/gz_math_vendor/lib:/opt/ros/jazzy/opt/gz_utils_vendor/lib:/opt/ros/jazzy/opt/gz_tools_vendor/lib:/opt/ros/jazzy/opt/gz_ogre_next_vendor/lib:/opt/ros/jazzy/opt/gz_dartsim_vendor/lib:/opt/ros/jazzy/opt/gz_cmake_vendor/lib:/opt/ros/jazzy/lib', 'HOME': '/home/dimi', 'CHROME_DESKTOP': 'chatgpt.desktop', 'CYCLONEDDS_URI': 'file:///home/dimi/.config/cyclonedds.xml', 'DISABLE_AUTO_UPDATE': 'true', 'DESKTOP_SESSION': 'ubuntu', 'GIO_LAUNCHED_DESKTOP_FILE': '/home/dimi/.config/autostart/chatgpt.desktop', 'ROS_PYTHON_VERSION': '3', 'GNOME_SHELL_SESSION_MODE': 'ubuntu', 'GTK_MODULES': 'gail:atk-bridge', 'PAGER': 'cat', 'LC_MONETARY': 'C.UTF-8', 'MANAGERPID': '1793', 'LC_CTYPE': 'C.UTF-8', 'SYSTEMD_EXEC_PID': '2114', 'IM_CONFIG_CHECK_ENV': '1', 'GSM_SKIP_SSH_AGENT_WORKAROUND': 'true', 'NO_COLOR': '1', 'DBUS_SESSION_BUS_ADDRESS': 'unix:path=/run/user/1000/bus', 'COLORTERM': '', 'GIO_LAUNCHED_DESKTOP_FILE_PID': '2441', 'DEBUGINFOD_URLS': 'https://debuginfod.ubuntu.com', 'IM_CONFIG_PHASE': '1', 'WAYLAND_DISPLAY': 'wayland-0', 'COLCON_PREFIX_PATH': '/home/dimi/robot_ws/install:/home/dimi/ros2_robot_ws/install:/home/dimi/roomba_ws/install', 'ROS_DISTRO': 'jazzy', 'ZSH_TMUX_AUTOSTARTED': 'true', 'LOGNAME': 'dimi', 'DESKTOP_AUTOSTART_ID': '102a96377f2f37f15c178742230149109300000021140016', 'JOURNAL_STREAM': '10:10237', '_': '/usr/bin/colcon', 'ROS_VERSION': '2', 'PKG_CONFIG_PATH': '/home/dimi/ros2_robot_ws/install/libcreate/lib/x86_64-linux-gnu/pkgconfig:/home/dimi/ros2_robot_ws/install/libcreate/lib/pkgconfig', 'MEMORY_PRESSURE_WATCH': '/sys/fs/cgroup/user.slice/user-1000.slice/user@1000.service/app.slice/app-gnome\\x2dsession\\x2dmanager.slice/gnome-session-manager@ubuntu.service/memory.pressure', 'XDG_SESSION_CLASS': 'user', 'RUST_LOG': 'warn', 'USERNAME': 'dimi', 'TERM': 'dumb', 'GNOME_DESKTOP_SESSION_ID': 'this-is-deprecated', 'FC_FONTATIONS': '1', 'PATH': '/home/dimi/.local/bin:/home/dimi/bin:/home/dimi/.codex/tmp/arg0/codex-arg0PvXm3Q:/home/dimi/.cache/codex-runtimes/codex-primary-runtime/dependencies/bin/override:/home/dimi/.local/bin:/home/dimi/bin:/home/dimi/bin:/opt/ros/jazzy/opt/gz_msgs_vendor/bin:/opt/ros/jazzy/opt/gz_tools_vendor/bin:/opt/ros/jazzy/opt/gz_ogre_next_vendor/bin:/opt/ros/jazzy/bin:/home/dimi/.local/bin:/home/dimi/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/snap/bin:/home/dimi/.cache/codex-runtimes/codex-primary-runtime/dependencies/bin/fallback:/usr/lib/chatgpt/resources', 'SESSION_MANAGER': 'local/dimi-Default-string:@/tmp/.ICE-unix/2114,unix/dimi-Default-string:/tmp/.ICE-unix/2114', 'CODEX_SESSION_ID': '01a02ac9-4811-7312-869c-bf08a22ad75d', 'INVOCATION_ID': 'acc6534b8a5440689c15f6eca04a0965', 'PAPERSIZE': 'a4', 'XDG_MENU_PREFIX': 'gnome-', 'LC_ADDRESS': 'C.UTF-8', 'GNOME_SETUP_DISPLAY': ':1', 'XDG_RUNTIME_DIR': '/run/user/1000', 'GDK_BACKEND': 'x11', 'DISPLAY': ':0', 'LANG': 'C.UTF-8', 'XDG_CURRENT_DESKTOP': 'ubuntu:GNOME', 'LC_TELEPHONE': 'C.UTF-8', 'RMW_IMPLEMENTATION': 'rmw_cyclonedds_cpp', 'XMODIFIERS': '@im=ibus', 'GH_PAGER': 'cat', 'XDG_SESSION_DESKTOP': 'ubuntu', 'XAUTHORITY': '/run/user/1000/.mutter-Xwaylandauth.KGKGU3', 'LS_COLORS': '', 'SSH_AUTH_SOCK': '/run/user/1000/keyring/ssh', 'LEMONADE_HOST': '0.0.0.0', 'AMENT_PREFIX_PATH': '/home/dimi/ros2_robot_ws/install/sllidar_ros2:/home/dimi/ros2_robot_ws/install/create_robot:/home/dimi/ros2_robot_ws/install/create_bringup:/home/dimi/ros2_robot_ws/install/create_driver:/home/dimi/ros2_robot_ws/install/create_msgs:/home/dimi/ros2_robot_ws/install/create_description:/home/dimi/robot_ws/install/roarm_moveit:/home/dimi/robot_ws/install/roarm_description:/home/dimi/robot_ws/install/home_robot:/home/dimi/robot_ws/install/interbotix_perception_pipelines:/home/dimi/robot_ws/install/interbotix_perception_msgs:/home/dimi/robot_ws/install/explore_lite:/home/dimi/robot_ws/install/explore_lite_msgs:/home/dimi/robot_ws/install/easy_handeye2:/home/dimi/robot_ws/install/easy_handeye2_msgs:/home/dimi/roomba_ws/install/sllidar_ros2:/opt/ros/jazzy', 'LC_MESSAGES': 'el_GR.UTF-8', 'SHELL': '/bin/bash', 'LC_NAME': 'C.UTF-8', 'QT_ACCESSIBILITY': '1', 'NO_AT_BRIDGE': '1', 'GDMSESSION': 'ubuntu', 'LESSCLOSE': '/usr/bin/lesspipe %s %s', 'CODEX_THREAD_ID': '01a02ac9-4811-7312-869c-bf08a22ad75d', 'LC_MEASUREMENT': 'C.UTF-8', 'LC_IDENTIFICATION': 'C.UTF-8', 'ROS_AUTOMATIC_DISCOVERY_RANGE': 'SUBNET', 'GIT_PAGER': 'cat', 'QT_IM_MODULE': 'ibus', 'PWD': '/home/dimi/robot_ws/src/home_robot/build/home_robot', 'LC_ALL': 'C.UTF-8', 'XDG_CONFIG_DIRS': '/etc/xdg/xdg-ubuntu:/etc/xdg', 'ZSH_TMUX_AUTOSTART': 'false', 'XDG_DATA_DIRS': '/usr/share/ubuntu:/usr/share/gnome:/home/dimi/.local/share/flatpak/exports/share:/var/lib/flatpak/exports/share:/usr/local/share/:/usr/share/:/var/lib/snapd/desktop', 'PYTHONPATH': '/home/dimi/ros2_robot_ws/install/create_msgs/lib/python3.12/site-packages:/home/dimi/robot_ws/install/home_robot/lib/python3.12/site-packages:/home/dimi/robot_ws/install/interbotix_perception_msgs/lib/python3.12/site-packages:/home/dimi/robot_ws/install/explore_lite_msgs/lib/python3.12/site-packages:/home/dimi/robot_ws/build/easy_handeye2:/home/dimi/robot_ws/install/easy_handeye2/lib/python3.12/site-packages:/home/dimi/robot_ws/install/easy_handeye2_msgs/lib/python3.12/site-packages:/opt/ros/jazzy/lib/python3.12/site-packages', 'LC_NUMERIC': 'C.UTF-8', 'LC_PAPER': 'C.UTF-8', 'COLCON': '1', 'MEMORY_PRESSURE_WRITE': 'c29tZSAyMDAwMDAgMjAwMDAwMAA=', 'CMAKE_PREFIX_PATH': '/home/dimi/ros2_robot_ws/install/sllidar_ros2:/home/dimi/ros2_robot_ws/install/create_robot:/home/dimi/ros2_robot_ws/install/create_bringup:/home/dimi/ros2_robot_ws/install/create_driver:/home/dimi/ros2_robot_ws/install/libcreate:/home/dimi/ros2_robot_ws/install/create_msgs:/home/dimi/ros2_robot_ws/install/create_description:/home/dimi/robot_ws/install/roarm_moveit:/home/dimi/robot_ws/install/roarm_description:/home/dimi/robot_ws/install/home_robot:/home/dimi/robot_ws/install/interbotix_perception_pipelines:/home/dimi/robot_ws/install/interbotix_perception_msgs:/home/dimi/robot_ws/install/explore_lite:/home/dimi/robot_ws/install/explore_lite_msgs:/home/dimi/robot_ws/install/easy_handeye2_msgs:/home/dimi/roomba_ws/install/sllidar_ros2:/opt/ros/jazzy/opt/gz_sim_vendor:/opt/ros/jazzy/opt/gz_sensors_vendor:/opt/ros/jazzy/opt/gz_physics_vendor:/opt/ros/jazzy/opt/sdformat_vendor:/opt/ros/jazzy/opt/gz_gui_vendor:/opt/ros/jazzy/opt/gz_transport_vendor:/opt/ros/jazzy/opt/gz_rendering_vendor:/opt/ros/jazzy/opt/gz_plugin_vendor:/opt/ros/jazzy/opt/gz_fuel_tools_vendor:/opt/ros/jazzy/opt/gz_msgs_vendor:/opt/ros/jazzy/opt/gz_common_vendor:/opt/ros/jazzy/opt/gz_math_vendor:/opt/ros/jazzy/opt/gz_utils_vendor:/opt/ros/jazzy/opt/gz_tools_vendor:/opt/ros/jazzy/opt/gz_ogre_next_vendor:/opt/ros/jazzy/opt/gz_dartsim_vendor:/opt/ros/jazzy/opt/gz_cmake_vendor:/home/dimi/robot_ws/install/easy_handeye2:/opt/ros/jazzy'}), 'shell': False}
[0.081009] (home_robot) StdoutLine: {'line': b'Built target ament_cmake_python_symlink_home_robot\n'}
[0.099292] (-) TimerEvent: {}
[0.199484] (-) TimerEvent: {}
[0.299650] (-) TimerEvent: {}
[0.343927] (home_robot) StdoutLine: {'line': b'running egg_info\n'}
[0.399741] (-) TimerEvent: {}
[0.455857] (home_robot) StdoutLine: {'line': b'writing home_robot.egg-info/PKG-INFO\n'}
[0.456121] (home_robot) StdoutLine: {'line': b'writing dependency_links to home_robot.egg-info/dependency_links.txt\n'}
[0.690107] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/auto_rooms.cpython-312.pyc\n'}
[0.690149] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/brc_line_probe.cpython-312.pyc\n'}
[0.690189] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/build_arm_model.cpython-312.pyc\n'}
[0.690269] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/bump_test.cpython-312-pytest-7.4.4.pyc\n'}
[0.690308] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/bump_test.cpython-312.pyc\n'}
[0.690485] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/calibrate_arm_base.cpython-312.pyc\n'}
[0.690653] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/calibrate_odom.cpython-312.pyc\n'}
[0.690704] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/check_gemini_quota.cpython-312.pyc\n'}
[0.690813] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/collect_keepout_clicks.cpython-312.pyc\n'}
[0.690925] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/crop_robot_scan.cpython-312.pyc\n'}
[0.690982] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/derive_dock_pose.cpython-312.pyc\n'}
[0.691254] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/doorway_probe.cpython-312.pyc\n'}
[0.691329] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/draw_keepout.cpython-312.pyc\n'}
[0.691382] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/drive_to_open.cpython-312.pyc\n'}
[0.691429] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/fetch_sim.cpython-312.pyc\n'}
[0.691483] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/fetch_sim_gazebo.cpython-312.pyc\n'}
[0.691587] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/hand_eye_probe.cpython-312.pyc\n'}
[0.691631] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/ir_diagnose.cpython-312.pyc\n'}
[0.691675] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/localize_in_room.cpython-312.pyc\n'}
[0.691717] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/make_room_mask.cpython-312.pyc\n'}
[0.691763] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/map_clearance.cpython-312.pyc\n'}
[0.691805] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/map_downsample.cpython-312.pyc\n'}
[0.691846] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/map_to_world.cpython-312.pyc\n'}
[0.691924] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/measure_camera_pitch.cpython-312.pyc\n'}
[0.691967] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/measure_person_distance.cpython-312.pyc\n'}
[0.692050] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/nerf_smoke_test.cpython-312.pyc\n'}
[0.692090] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/passive_arm_limits.cpython-312.pyc\n'}
[0.692131] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/path_block.cpython-312.pyc\n'}
[0.692171] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/ply_to_map.cpython-312.pyc\n'}
[0.692212] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/power_blackbox.cpython-312.pyc\n'}
[0.692261] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/roomba_awake.cpython-312.pyc\n'}
[0.692333] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/roomba_keepalive.cpython-312.pyc\n'}
[0.692375] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/sim_place_objects.cpython-312.pyc\n'}
[0.692416] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/straighten_map_display.cpython-312.pyc\n'}
[0.692464] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/tidy_sim.cpython-312.pyc\n'}
[0.692504] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/tool_ab.cpython-312.pyc\n'}
[0.692575] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/tool_multi.cpython-312.pyc\n'}
[0.692617] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/tool_repeat.cpython-312.pyc\n'}
[0.692657] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/train_nerf.cpython-312.pyc\n'}
[0.692696] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/usdz_to_glb.cpython-312.pyc\n'}
[0.692763] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/apply_handeye_calibration.py\n'}
[0.692803] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/apply_keepout_toggle.sh\n'}
[0.692843] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/apply_skirt_margin.sh\n'}
[0.692883] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/auto_rooms.py\n'}
[0.692947] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/brc_line_probe.py\n'}
[0.692988] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/build_arm_model.py\n'}
[0.693027] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/bump_test.py\n'}
[0.693091] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/calibrate_arm_base.py\n'}
[0.693130] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/calibrate_odom.py\n'}
[0.693198] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/check_gemini_quota.py\n'}
[0.693263] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/collect_keepout_clicks.py\n'}
[0.693304] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/crop_robot_scan.py\n'}
[0.693344] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/derive_dock_pose.py\n'}
[0.693414] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/doorway_probe.py\n'}
[0.693478] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/draw_keepout.py\n'}
[0.693518] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/drive_to_open.py\n'}
[0.693578] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/ensure_nav_active.sh\n'}
[0.693617] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/fetch_perception_models.sh\n'}
[0.693656] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/fetch_sim.py\n'}
[0.693732] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/fetch_sim_gazebo.py\n'}
[0.693771] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/fetch_tts_fallback.sh\n'}
[0.693813] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/fetch_vendored.sh\n'}
[0.693875] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/gui_session.sh\n'}
[0.693916] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/hand_eye_probe.py\n'}
[0.693979] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/install_power_smooth.sh\n'}
[0.694019] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/install_usb_power.sh\n'}
[0.694080] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/ir_diagnose.py\n'}
[0.694120] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/localize_in_room.py\n'}
[0.694183] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/make_room_mask.py\n'}
[0.694222] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/map_clearance.py\n'}
[0.694294] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/map_downsample.py\n'}
[0.694336] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/map_session.sh\n'}
[0.694398] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/map_to_world.py\n'}
[0.694438] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/measure_camera_pitch.py\n'}
[0.694573] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/measure_person_distance.py\n'}
[0.694640] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/nerf_smoke_test.py\n'}
[0.694723] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/passive_arm_limits.py\n'}
[0.694771] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/path_block.py\n'}
[0.694813] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/ply_to_map.py\n'}
[0.694854] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/power-blackbox.service\n'}
[0.694928] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/power-smooth.service\n'}
[0.694972] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/power_blackbox.py\n'}
